easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
12,19,13,13,20,14,47,44,1,34,2
15,10,7,29,19,7,55,32,3,22,2
3,4,6,26,16,11,53,13,5,14,5
5,11,2,27,12,7,46,18,5,24,7
1,13,4,26,24,15,65,18,6,26,8
4,18,11,17,22,14,53,33,4,33,2
2,14,8,28,17,11,56,24,6,28,3
21,21,2,30,25,6,61,44,2,38,7
13,13,2,23,23,6,52,28,3,26,8
21,12,3,22,22,6,50,36,1,24,5
2,2,1,20,19,5,44,5,5,10,8
16,18,2,25,24,14,63,36,2,34,8
7,6,5,22,10,14,46,18,4,16,7
5,16,7,25,23,8,56,28,4,30,2
9,14,11,14,16,13,43,34,2,27,2
8,4,11,27,23,11,61,23,4,13,2
7,10,2,24,19,7,50,19,4,22,8
17,17,6,18,19,15,52,40,1,32,6
2,1,3,17,12,8,37,6,5,9,6
10,7,3,10,10,15,35,20,1,18,8
8,3,7,26,12,7,45,18,4,12,2
19,16,5,24,22,12,58,40,1,31,6
11,20,7,28,22,9,59,38,4,36,3
12,5,0,27,15,12,54,17,3,15,10
12,16,6,14,18,6,38,34,1,31,2
8,7,5,13,12,15,40,20,3,18,7
13,1,6,15,12,14,41,20,1,10,6
20,9,3,23,22,5,50,32,1,20,5
2,2,2,12,21,12,45,6,5,11,9
17,1,9,18,11,11,40,27,1,9,3
16,17,8,17,20,13,50,41,1,31,5
8,7,9,12,16,15,43,24,2,18,4
18,2,5,30,23,6,59,25,2,11,2
19,5,9,29,10,14,53,33,2,15,4
9,15,12,20,15,14,49,36,3,29,2
9,12,4,21,14,7,42,25,3,25,5
19,6,1,20,18,8,46,26,1,17,8
21,12,0,21,22,10,53,33,1,24,10
8,13,0,30,25,10,65,21,4,26,10
7,18,1,21,23,11,55,26,4,33,10
18,2,4,18,23,10,51,24,1,11,6
8,1,0,29,25,5,59,9,4,10,10
7,5,3,16,10,15,41,15,3,15,9
3,20,1,21,21,12,54,24,5,36,9
10,0,9,16,22,12,50,19,2,8,3
3,4,7,16,12,9,37,14,5,14,3
6,7,8,18,16,10,44,21,4,18,3
9,12,2,23,19,8,50,23,4,25,8
14,7,4,20,17,5,42,25,2,18,3
7,9,2,26,13,5,44,18,4,21,6
9,11,0,12,16,11,39,20,2,23,10
10,13,6,12,20,6,38,29,1,26,2
14,14,0,17,25,9,51,28,1,28,10
7,0,14,29,11,15,55,21,4,8,2
14,0,3,24,11,7,42,17,2,8,6
27,13,5,30,14,6,50,45,1,26,3
2,14,0,14,18,9,41,16,5,28,10
6,3,1,12,23,11,46,10,3,13,9
11,20,10,18,22,13,53,41,2,36,3
8,11,1,13,14,7,34,20,2,23,9
8,2,9,17,17,9,43,19,3,10,2
20,8,0,28,12,5,45,28,2,19,10
15,0,4,26,19,7,52,19,2,8,5
8,12,6,14,22,7,43,26,3,25,3
8,16,2,18,23,10,51,26,3,30,8
22,4,9,28,13,10,51,35,1,14,2
0,15,2,26,25,5,56,17,6,29,6
5,2,9,13,23,15,51,16,4,11,5
8,5,11,30,12,12,54,24,4,15,2
21,2,1,29,17,10,56,24,1,10,9
0,13,1,11,17,7,35,14,6,26,9
19,0,3,24,21,7,52,22,1,8,6
4,8,5,18,17,12,47,17,4,19,6
9,4,9,17,20,12,49,22,3,14,3
18,10,2,23,23,5,51,30,1,22,7
7,12,4,24,20,11,55,23,4,25,7
16,14,14,26,23,14,63,44,2,28,2
22,13,2,22,14,6,42,37,1,26,7
4,0,2,18,10,14,42,6,5,8,9
4,14,5,17,20,5,42,23,5,27,2
15,9,6,30,10,6,46,30,3,21,2
2,1,2,19,11,13,43,5,5,9,8
6,12,10,13,12,12,37,28,3,25,2
10,6,8,10,16,12,38,24,1,17,4
13,3,2,30,24,5,59,18,3,13,6
17,5,3,22,18,14,54,25,1,15,8
12,18,4,19,25,5,49,34,2,34,4
0,11,5,16,14,14,44,16,6,24,7
10,7,4,28,13,6,47,21,4,17,4
7,2,12,27,21,13,61,21,4,11,2
17,9,1,18,19,11,48,27,1,21,9
28,8,3,28,10,6,44,39,1,19,6
2,0,1,16,10,8,34,3,5,8,9
14,8,3,25,13,9,47,25,3,19,7
5,11,2,30,20,12,62,18,5,24,9
14,6,6,27,18,9,54,26,3,17,4
13,20,1,20,21,10,51,34,2,36,9
1,5,0,13,13,11,37,6,5,15,10
27,0,8,27,21,12,60,35,1,8,4
14,2,4,27,25,10,62,20,3,11,6
6,11,8,29,11,13,53,25,4,24,4
15,16,0,19,18,13,50,31,1,30,10
25,3,3,27,15,5,47,31,1,12,5
10,17,0,19,20,8,47,27,3,32,10
20,2,7,30,13,14,57,29,2,11,5
8,5,11,12,17,12,41,24,2,15,2
2,0,6,30,10,8,48,8,5,8,3
12,0,2,22,13,5,40,14,3,8,7
28,1,4,28,24,5,57,33,1,9,3
13,11,4,30,21,5,56,28,3,24,3
13,9,4,16,11,14,41,26,1,21,7
8,12,2,11,14,6,31,22,2,25,7
14,11,4,27,22,13,62,29,3,23,7
1,10,1,18,20,6,44,12,6,22,8
8,9,2,22,15,14,51,19,4,20,9
7,10,9,14,21,9,44,26,3,22,2
14,3,6,30,15,11,56,23,3,12,5
10,8,2,21,23,5,49,20,3,19,7
5,4,9,19,15,12,46,18,4,14,3
24,22,7,25,23,9,57,53,1,38,3
2,7,4,28,21,9,58,13,5,18,6
17,12,5,21,19,7,47,34,1,24,4
2,0,0,14,15,12,41,2,5,8,10
9,0,6,16,15,9,40,15,2,8,4
7,3,7,11,17,13,41,17,2,12,5
6,12,7,26,24,9,59,25,4,24,3
13,4,2,20,16,9,45,19,2,14,8
2,13,3,11,14,9,34,18,5,26,7
11,19,2,28,21,8,57,32,3,35,8
5,2,1,11,13,15,39,8,3,11,9
12,9,3,26,21,13,60,24,3,21,8
11,14,2,13,19,5,37,27,1,27,7
7,1,4,23,17,15,55,12,4,9,7
10,10,3,19,22,5,46,23,3,22,5
6,4,3,18,12,6,36,13,4,13,6
14,12,0,14,23,7,44,26,1,25,10
10,6,6,16,12,7,35,22,2,17,2
4,21,1,19,25,14,58,26,5,38,10
15,8,12,19,14,14,47,35,1,19,2
1,0,11,14,20,15,49,12,6,8,3
5,11,10,27,23,10,60,26,5,23,2
3,7,0,12,13,11,36,10,4,18,10
8,7,1,15,14,15,44,16,3,18,9
7,3,12,25,25,13,63,22,4,12,2
6,1,0,15,11,10,36,7,3,9,10
1,25,3,19,25,11,55,29,5,43,8
0,7,2,14,17,5,36,9,6,18,6
13,9,5,29,17,10,56,27,3,21,5
4,0,8,11,25,12,48,12,4,8,3
22,0,4,29,14,10,53,26,1,8,6
12,14,10,26,19,13,58,36,3,28,3
8,22,12,18,23,14,55,42,3,38,2
18,5,2,19,16,9,44,25,1,15,8
9,5,0,23,17,7,47,14,4,15,10
21,1,5,27,13,7,47,27,1,9,3
13,12,0,26,14,12,52,25,3,25,10
1,6,7,12,18,15,45,14,5,16,6
9,14,6,26,18,7,51,29,4,28,2
21,20,6,29,23,7,59,47,2,36,3
11,11,0,23,14,8,45,22,3,23,10
5,1,1,12,21,13,46,7,3,9,9
23,3,4,24,22,9,55,30,1,12,6
6,4,2,20,14,12,46,12,4,14,9
19,25,1,25,25,5,55,45,1,43,8
0,18,4,21,18,12,51,22,6,34,7
18,10,3,18,13,12,43,31,1,22,8
20,6,12,22,14,15,51,38,1,17,2
7,0,8,14,20,8,42,15,3,8,2
9,16,4,23,19,8,50,29,3,30,6
6,11,14,10,14,14,38,31,2,23,2
7,3,3,30,22,13,65,13,4,12,8
22,1,10,22,11,10,43,33,1,9,2
14,8,1,15,22,6,43,23,1,19,8
18,15,9,21,18,10,49,42,1,29,2
25,10,4,25,21,11,57,39,1,22,7
10,5,3,22,12,7,41,18,3,15,6
12,14,6,14,23,13,50,32,1,27,6
9,1,1,21,11,5,37,11,3,10,8
8,3,8,15,25,8,48,19,3,12,2
9,9,6,14,20,11,45,24,2,21,5
15,12,0,30,18,6,54,27,3,24,10
18,16,5,18,18,11,47,39,1,31,6
9,6,4,27,13,10,50,19,4,17,7
4,2,5,13,16,9,38,11,4,11,5
24,9,2,27,18,14,59,35,1,20,8
21,8,7,30,24,8,62,36,2,19,3
13,3,7,30,12,8,50,23,3,12,2
12,3,6,16,12,12,40,21,2,12,5
1,0,3,29,21,13,63,4,6,8,8
6,5,1,24,14,6,44,12,4,15,9
18,0,9,27,25,13,65,27,2,8,4
14,13,7,14,22,14,50,34,1,26,5
20,8,0,20,25,11,56,28,1,19,10
27,13,1,29,15,13,57,41,1,27,9
0,13,1,12,13,6,31,14,6,26,9
15,8,0,17,10,8,35,23,1,19,10
13,3,3,18,22,14,54,19,2,12,8
6,14,0,11,23,8,42,20,3,28,10
9,7,6,20,21,6,47,22,3,18,2
4,12,9,27,20,10,57,25,5,25,2
5,2,7,27,18,7,52,14,5,11,2
11,4,6,23,15,13,51,21,3,14,5
6,13,6,26,20,12,58,25,4,27,5
2,4,4,23,14,8,45,10,5,13,5
1,19,3,20,19,7,46,23,5,34,6
1,17,5,18,23,11,52,23,6,32,6
1,4,2,11,15,9,35,7,5,14,8
15,5,8,20,12,12,44,28,1,15,4
9,20,5,11,24,13,48,34,1,36,7
30,19,4,30,20,10,60,53,1,35,7
1,16,6,16,18,12,46,23,6,31,5
16,6,9,17,10,11,38,31,1,17,2
14,13,10,16,14,15,45,37,1,26,4
14,21,11,25,25,12,62,46,3,37,2
14,6,2,22,20,5,47,22,2,16,6
24,8,3,26,17,13,56,35,1,19,8
28,1,9,29,13,14,56,38,1,10,4
17,5,1,20,25,5,50,23,1,15,9
8,10,1,21,14,6,41,19,3,22,9
11,0,5,30,10,7,47,16,4,8,4
16,11,2,20,13,12,45,29,1,23,9
0,17,9,24,19,13,56,26,6,32,4
25,23,13,25,25,14,64,61,1,40,2
15,7,12,29,10,12,51,34,3,18,2
1,20,4,28,24,5,57,25,6,36,3
1,11,6,15,14,14,43,18,5,24,6
3,4,3,27,25,12,64,10,5,14,7
8,8,14,29,13,15,57,30,4,19,2
18,6,1,27,15,15,57,25,2,17,9
5,0,5,17,13,7,37,10,4,8,3
3,22,7,26,24,7,57,32,5,38,2
23,15,4,25,16,6,47,42,1,29,5
16,6,0,16,11,12,39,22,1,16,10
24,7,0,28,10,6,44,31,1,17,10
9,10,2,13,24,9,46,21,2,22,8
15,8,1,17,14,7,38,24,1,19,8
10,0,9,10,20,11,41,19,1,8,2
8,0,1,17,11,13,41,9,3,8,9
10,5,5,15,14,8,37,20,2,15,5
23,22,1,25,24,8,57,46,1,39,9
6,4,3,10,10,11,31,13,3,13,8
19,5,4,25,10,5,40,28,2,15,3
1,4,3,17,13,9,39,8,5,13,7
24,18,9,29,24,13,66,51,1,34,4
9,10,0,26,19,6,51,19,4,22,10
4,14,2,20,19,5,44,20,5,28,6
10,11,6,15,22,14,51,27,2,23,6
5,4,7,27,22,9,58,16,4,14,3
7,13,5,18,16,9,43,25,3,26,5
2,10,9,23,21,14,58,21,5,22,4
7,2,1,21,12,7,40,10,4,10,9
8,5,0,12,21,12,45,13,2,15,10
16,16,6,20,22,6,48,38,1,30,2
17,5,8,28,13,10,51,30,2,15,2
6,5,10,12,10,11,33,21,3,15,2
6,10,3,19,18,10,47,19,4,22,7
24,0,5,29,19,7,55,29,1,8,4
3,9,5,16,18,9,43,17,4,21,5
7,5,2,23,11,7,41,14,4,15,8
7,8,15,13,11,15,39,30,3,19,2
9,3,10,27,10,15,52,22,4,12,3
4,7,0,12,12,8,32,11,4,18,10
11,6,8,14,13,13,40,25,1,17,4
8,1,0,21,25,8,54,9,4,9,10
14,3,0,14,10,7,31,17,1,13,10
12,15,12,14,20,15,49,39,1,29,2
9,13,0,13,17,10,40,22,2,26,10
6,2,14,12,16,15,43,22,3,11,2
11,10,4,13,17,10,40,25,1,22,6
6,3,2,24,17,15,56,11,5,12,8
10,21,1,12,21,6,39,32,1,37,8
12,0,3,14,11,15,40,15,1,8,8
4,12,5,28,23,5,56,21,5,25,2
4,11,2,16,15,6,37,17,4,23,7
14,0,13,21,23,14,58,27,2,8,2
2,16,1,17,16,10,43,19,5,30,9
9,4,3,11,13,14,38,16,1,13,8
8,3,5,12,13,11,36,16,2,12,5
2,2,10,22,16,11,49,14,5,11,2
10,17,7,11,22,12,45,34,1,31,4
10,4,9,10,21,15,46,23,1,13,4
1,19,7,20,22,11,53,27,5,35,4
8,7,2,15,10,14,39,17,3,17,8
5,5,3,25,17,8,50,13,5,15,7
11,12,2,12,22,7,41,25,1,25,8
15,23,7,29,24,8,61,45,3,40,2
16,4,10,17,16,11,44,30,1,13,2
3,5,7,15,19,12,46,15,5,15,4
7,16,5,11,20,10,41,28,2,30,6
21,6,7,28,25,14,67,34,2,16,5
1,3,8,19,16,8,43,12,6,12,2
9,11,1,16,16,10,42,21,3,23,9
6,7,12,14,11,12,37,25,3,17,2
2,14,8,12,19,15,46,24,5,27,5
10,0,6,10,18,6,34,16,1,8,2
10,3,4,13,13,5,31,17,1,12,4
2,16,3,12,20,6,38,21,5,31,6
6,1,8,28,19,15,62,15,4,9,5
29,14,6,30,17,8,55,49,1,28,4
0,6,1,11,10,15,36,7,6,16,10
8,6,6,20,13,15,48,20,3,16,7
5,1,10,24,14,15,53,16,5,10,4
2,5,12,30,12,15,57,19,5,15,2
4,20,3,22,20,10,52,27,5,36,8
8,8,2,14,19,6,39,18,2,19,7
0,2,0,17,16,8,41,2,6,11,10
6,21,5,23,21,5,49,32,4,37,2
21,7,1,23,13,6,42,29,1,18,8
10,9,9,19,13,14,46,28,3,21,4
27,11,1,28,25,11,64,39,1,23,9
6,11,1,27,16,15,58,18,5,24,9
0,7,3,15,24,12,51,10,6,17,8
0,1,7,16,13,9,38,8,6,10,3
2,12,3,28,22,8,58,17,6,25,7
7,1,0,22,24,8,54,8,4,10,10
4,23,4,16,23,6,45,31,4,41,4
4,8,8,27,21,8,56,20,5,19,2
17,3,13,28,25,13,66,33,2,12,2
3,0,1,12,21,8,41,4,4,8,9
5,9,8,18,18,11,47,22,4,21,4
10,13,1,18,25,9,52,24,3,26,9
10,2,1,17,10,12,39,13,2,10,9
12,17,7,17,18,12,47,36,2,32,5
8,0,7,19,23,8,50,15,3,8,2
15,23,6,28,23,10,61,44,3,40,4
0,3,9,13,18,12,43,12,6,12,3
26,17,0,30,17,9,56,43,1,32,10
5,11,1,27,23,5,55,17,5,23,9
11,1,6,28,25,12,65,18,3,10,5
3,7,4,14,14,8,36,14,5,17,5
17,3,5,17,21,5,43,25,1,13,2
1,15,3,23,16,8,47,19,6,29,6
14,5,2,28,22,6,56,21,3,15,7
18,22,6,22,23,11,56,46,1,38,5
16,14,2,20,14,8,42,32,1,28,7
2,10,2,10,19,11,40,14,4,22,9
16,15,6,16,15,12,43,37,1,29,6
5,9,5,29,11,12,52,19,5,21,6
6,18,5,14,19,10,43,29,3,34,6
5,13,5,24,18,5,47,23,5,26,2
24,15,4,26,22,9,57,43,1,29,6
3,16,7,24,24,8,56,26,5,31,2
12,19,1,14,25,6,45,32,1,34,9
15,8,10,19,15,13,47,33,1,19,2
10,8,1,10,11,7,28,19,1,19,9
9,16,1,21,22,7,50,26,3,30,9
13,3,3,18,18,15,51,19,2,12,8
15,1,2,21,12,5,38,18,2,9,6
5,3,4,22,16,14,52,12,4,12,8
7,10,6,14,14,6,34,23,3,22,2
11,21,5,23,21,8,52,37,3,37,5
4,10,4,21,17,5,43,18,5,22,4
3,0,7,30,13,8,51,10,5,8,2
2,5,1,26,17,5,48,8,5,15,9
0,0,5,24,23,9,56,5,6,8,5
3,12,3,13,20,11,44,18,5,25,8
5,8,10,25,14,11,50,23,4,19,2
5,0,14,11,12,14,37,19,3,8,2
25,1,2,27,22,9,58,28,1,10,8
12,11,5,20,24,7,51,28,2,24,4
11,1,3,12,20,6,38,15,1,10,6
21,4,6,27,18,6,51,31,1,14,2
10,6,12,11,13,14,38,28,1,17,2
13,5,11,22,21,14,57,29,2,15,3
2,6,7,18,12,13,43,15,5,16,5
1,20,2,18,25,10,53,23,5,36,8
13,8,3,24,14,6,44,24,3,19,6
6,6,13,10,16,13,39,25,2,17,2
22,18,8,28,21,14,63,48,1,33,5
14,5,2,24,20,11,55,21,2,15,8
14,2,7,26,11,12,49,23,2,10,4
7,2,2,23,15,6,44,11,4,11,7
2,12,12,15,16,13,44,26,5,25,2
8,16,5,25,18,8,51,29,4,31,4
5,7,5,24,19,9,52,17,4,18,5
15,8,0,19,13,7,39,23,1,19,10
1,4,14,10,11,14,35,19,5,14,2
17,5,7,24,25,9,58,29,2,15,3
13,8,11,22,17,14,53,32,2,19,3
0,1,5,17,15,8,40,6,6,10,4
3,3,3,13,22,7,42,9,4,13,6
14,1,7,15,10,14,39,22,1,9,5
9,12,0,15,16,11,42,21,2,24,10
5,1,3,10,19,7,36,9,3,10,6
0,4,0,25,14,8,47,4,6,13,10
2,18,9,11,24,11,46,29,5,33,3
12,7,3,12,10,5,27,22,1,18,5
4,18,4,27,19,7,53,26,5,33,5
12,18,9,19,19,13,51,39,2,33,3
12,6,9,19,22,15,56,27,2,16,4
18,10,5,22,14,6,42,33,1,22,3
12,2,1,28,15,9,52,15,3,11,9
2,10,5,15,18,12,45,17,5,22,6
1,6,6,13,24,15,52,13,5,16,6
8,14,0,22,15,13,50,22,4,28,10
3,11,9,20,12,9,41,23,5,23,2
20,0,4,26,20,7,53,24,1,8,5
12,24,2,14,24,10,48,38,1,41,8
13,1,4,25,11,9,45,18,3,9,6
8,6,3,29,23,11,63,17,4,16,8
13,13,2,13,14,11,38,28,1,26,8
8,14,4,30,19,9,58,26,4,28,6
5,20,2,10,22,5,37,27,3,36,6
18,6,10,19,15,11,45,34,1,17,2
5,11,8,13,11,11,35,24,3,24,4
5,11,6,12,18,15,45,22,4,23,6
21,15,3,28,19,5,52,39,1,29,5
10,8,5,14,25,11,50,23,2,19,6
13,9,2,20,19,8,47,24,2,21,8
3,10,4,16,13,14,43,17,5,22,8
3,4,1,19,10,9,38,8,5,13,9
9,2,2,12,12,9,33,13,2,11,8
19,10,0,26,13,14,53,29,1,22,10
20,14,4,27,21,12,60,38,1,27,7
15,10,9,20,17,12,49,34,2,22,4
1,10,3,27,18,13,58,14,5,22,8
19,9,6,29,19,7,55,34,2,21,3
2,0,5,13,14,7,34,7,5,8,4
5,4,3,12,17,11,40,12,3,13,7
13,13,9,23,22,10,55,35,2,27,2
16,2,4,28,18,10,56,22,3,11,7
11,16,0,26,17,15,58,27,3,30,10
7,9,0,28,10,5,43,16,4,21,10
15,7,5,27,17,12,56,27,3,18,6
8,5,1,13,17,7,37,14,3,15,9
15,5,5,30,13,5,48,25,3,15,2
2,7,3,11,25,10,46,12,5,17,7
4,6,2,17,13,7,37,12,4,16,7
1,7,10,20,10,15,45,18,6,18,4
5,17,10,10,21,13,44,32,3,32,3
6,0,4,17,16,5,38,10,4,8,3
6,9,5,14,23,12,49,20,4,20,7
9,13,1,22,15,7,44,23,3,26,9
7,6,9,17,10,9,36,22,3,16,2
25,7,12,27,10,13,50,44,1,18,2
11,8,0,12,17,6,35,19,1,19,10
15,9,9,17,14,12,43,33,1,20,3
5,3,7,15,25,7,47,15,4,13,2
3,2,7,15,23,13,51,12,5,11,5
16,9,2,16,14,9,39,27,1,20,8
4,2,4,17,25,11,53,10,5,10,6
11,6,1,14,21,8,43,18,2,16,9
27,1,0,29,24,5,58,28,1,9,10
13,8,0,30,19,10,59,21,3,20,10
2,0,3,17,23,11,51,5,5,8,7
10,10,2,26,23,12,61,22,4,22,8
26,8,1,27,16,5,48,35,1,19,8
11,17,1,20,17,11,48,29,2,31,9
1,13,4,16,14,9,39,18,6,26,6
18,1,9,22,18,10,50,28,1,10,2
14,0,1,21,24,15,60,15,2,8,9
4,1,6,27,23,10,60,11,5,10,4
6,3,10,11,19,13,43,19,3,12,3
13,11,10,13,17,10,40,34,1,23,2
6,10,1,30,18,8,56,17,5,22,9
0,19,0,12,24,7,43,19,6,35,10
2,10,7,10,16,12,38,19,5,22,5
7,11,7,28,21,15,64,25,4,23,6
9,3,5,12,11,6,29,17,2,12,3
11,12,3,19,16,10,45,26,2,24,7
3,8,0,22,18,6,46,11,5,19,10
15,15,0,16,20,8,44,30,1,29,10
14,13,9,21,16,10,47,36,2,26,2
14,4,2,28,25,11,64,20,3,13,8
26,2,4,30,19,11,60,32,1,11,6
13,15,0,18,15,6,39,28,1,29,10
24,8,4,29,11,11,51,36,1,19,7
26,18,1,30,25,11,66,45,1,33,9
8,24,12,11,25,13,49,44,2,41,2
3,1,4,12,25,15,52,8,5,9,8
1,16,10,16,17,12,45,27,5,30,2
0,16,0,19,23,5,47,16,6,30,10
1,11,4,19,16,9,44,16,6,23,6
4,7,2,28,22,14,64,13,5,18,9
9,12,2,29,22,5,56,23,4,24,6
18,7,0,30,18,6,54,25,2,18,10
14,1,11,23,12,14,49,26,2,9,2
16,6,4,16,15,10,41,26,1,17,6
18,19,7,24,19,15,58,44,1,34,6
10,22,5,16,22,5,43,37,2,39,2
14,9,0,14,11,10,35,23,1,20,10
19,15,5,30,18,5,53,39,2,29,2
14,3,0,24,13,6,43,17,2,12,10
24,7,5,25,24,8,57,36,1,18,5
17,8,3,29,12,6,47,28,2,19,6
15,7,7,15,22,15,52,29,1,18,5
11,9,0,26,15,13,54,20,3,21,10
5,8,1,12,25,11,48,14,4,20,9
6,1,14,22,20,14,56,21,4,9,2
3,4,3,14,20,8,42,10,5,13,7
13,9,11,28,11,15,54,33,3,21,3
23,17,7,27,25,15,67,47,1,32,6
6,12,8,19,20,9,48,26,4,25,2
16,11,10,30,16,11,57,37,3,23,2
2,2,2,10,13,13,36,6,5,11,9
18,0,2,19,11,10,40,20,1,8,8
10,4,15,11,14,15,40,29,1,13,2
10,0,9,18,24,9,51,19,3,8,2
5,11,3,10,21,8,39,19,3,23,7
4,9,1,25,13,5,43,14,5,21,8
6,1,10,28,23,12,63,17,5,9,2
0,4,4,15,23,7,45,8,6,14,5
8,6,1,19,22,5,46,15,3,16,8
12,18,2,17,20,5,42,32,2,33,7
14,21,2,18,21,9,48,37,1,37,8
15,14,6,16,14,6,36,35,1,27,2
14,11,8,20,16,10,46,33,2,23,3
9,2,4,11,15,6,32,15,1,11,4
14,8,6,14,10,6,30,28,1,19,2
14,0,0,27,20,10,57,14,3,8,10
13,3,6,29,21,6,56,22,3,12,2
2,4,9,19,11,13,43,15,5,14,4
12,7,8,19,25,10,54,27,2,18,2
23,8,9,28,12,14,54,40,1,19,4
17,9,11,22,11,13,46,37,1,20,2
2,4,0,29,14,12,55,6,5,13,10
0,13,10,20,19,11,50,23,6,27,2
13,13,8,14,13,11,38,34,1,26,3
10,12,2,15,17,8,40,24,2,25,8
19,0,3,21,25,9,55,22,1,8,7
21,4,8,30,14,14,58,33,2,13,5
6,16,0,18,20,8,46,22,4,30,10
5,5,0,14,20,9,43,10,4,15,10
2,20,2,13,21,14,48,24,5,36,9
18,0,6,28,13,10,51,24,2,8,4
21,17,8,29,18,11,58,46,1,32,4
25,0,7,27,17,11,55,32,1,8,4
27,6,2,29,23,6,58,35,1,17,7
4,5,7,14,21,10,45,16,4,15,3
14,22,0,19,23,5,47,36,2,39,10
1,12,9,27,16,13,56,22,5,25,4
19,2,3,21,12,6,39,24,1,11,6
10,3,2,12,13,9,34,15,1,12,8
20,6,2,21,17,8,46,28,1,17,8
18,22,4,18,22,5,45,44,1,39,4
2,6,2,10,13,9,32,10,5,17,8
6,17,8,30,23,11,64,31,4,31,4
12,1,2,16,15,5,36,15,2,9,7
23,15,3,27,25,14,66,41,1,29,8
5,8,2,14,19,5,38,15,4,19,7
1,12,5,17,14,12,43,18,6,25,6
11,4,6,26,16,12,54,21,3,13,5
8,13,3,30,25,14,69,24,4,26,8
2,13,1,13,17,12,42,16,5,27,9
2,10,4,22,21,11,54,16,5,22,6
3,3,8,22,14,15,51,14,5,12,5
6,18,5,15,21,6,42,29,3,33,3
7,4,3,24,15,8,47,14,4,13,7
15,6,8,19,14,11,44,29,1,17,3
7,1,6,28,13,14,55,14,4,9,6
9,6,2,12,10,5,27,17,2,17,7
7,12,6,12,23,13,48,25,3,25,5
7,12,8,29,21,15,65,27,4,25,5
20,5,0,24,17,10,51,25,1,15,10
14,1,6,26,18,10,54,21,3,10,5
9,4,2,20,20,11,51,15,3,13,9
23,15,0,23,19,8,50,38,1,29,10
8,4,5,24,18,12,54,17,4,14,6
6,8,9,14,23,13,50,23,3,19,4
3,4,3,13,17,6,36,10,5,13,6
11,2,8,19,15,8,42,21,3,11,2
10,6,4,21,15,15,51,20,3,17,8
21,3,8,28,16,12,56,32,1,13,4
3,10,6,23,12,6,41,19,5,22,2
10,12,2,10,12,11,33,24,1,24,8
16,10,0,22,25,7,54,26,2,22,10
24,14,0,26,16,12,54,38,1,28,10
17,7,3,29,14,6,49,27,3,17,6
22,1,9,29,18,14,61,32,1,9,4
13,11,10,13,21,11,45,34,1,23,2
1,3,8,11,22,15,48,12,5,12,5
13,20,8,16,25,13,54,41,1,36,4
4,0,9,15,24,14,53,13,4,8,4
3,4,13,25,11,13,49,20,5,14,2
4,0,3,22,16,12,50,7,5,8,8
0,7,3,10,13,14,37,10,6,18,8
5,1,2,26,25,15,66,8,5,10,9
7,2,3,14,13,10,37,12,3,11,7
14,9,4,24,10,15,49,27,2,20,7
5,2,6,11,19,12,42,13,3,11,5
2,9,9,28,25,14,67,20,5,20,4
19,15,6,19,17,9,45,40,1,29,4
20,8,4,29,16,8,53,32,2,19,6
8,10,1,15,14,9,38,19,3,22,9
15,3,10,19,17,15,51,28,1,13,4
13,6,10,17,12,10,39,29,2,17,2
3,2,1,20,24,14,58,6,5,11,10
11,6,5,26,17,13,56,22,3,16,6
8,6,4,18,13,9,40,18,3,17,6
0,13,6,27,20,8,55,19,6,27,3
16,5,7,16,23,7,46,28,1,15,2
15,11,11,16,22,11,49,37,1,24,2
0,8,5,10,10,10,30,13,6,19,5
30,10,6,30,15,13,58,46,1,22,6
10,11,12,11,12,12,35,33,1,23,2
2,10,6,22,13,6,41,18,5,22,2
5,12,1,30,13,6,49,18,5,25,9
2,9,0,21,25,8,54,11,5,20,10
6,13,5,10,18,7,35,24,3,26,3
2,16,1,15,25,12,52,19,5,31,9
13,15,2,20,19,6,45,30,2,29,7
24,20,7,27,20,10,57,51,1,36,4
11,8,9,28,14,10,52,28,3,19,2
3,5,5,24,23,14,61,13,5,15,7
10,11,6,10,18,11,39,27,1,24,5
12,20,5,13,20,6,39,37,1,36,3
11,17,5,12,17,8,37,33,1,32,5
2,11,1,30,18,5,53,14,5,24,8
5,1,9,14,13,10,37,15,4,10,2
3,12,0,14,15,5,34,15,5,25,10
1,3,8,10,23,10,43,12,5,12,2
24,10,9,28,14,12,54,43,1,22,3
4,7,4,26,10,15,51,15,5,18,7
17,14,0,23,16,7,46,31,2,27,10
1,17,1,12,20,11,43,19,5,32,9
0,11,1,17,11,14,42,12,6,24,9
7,1,3,23,21,6,50,11,4,10,6
6,0,5,11,20,11,42,11,3,8,6
4,12,0,30,16,13,59,16,5,25,10
15,11,7,25,19,7,51,33,2,24,2
6,4,15,19,17,15,51,25,4,13,2
15,8,0,16,12,10,38,23,1,19,10
15,8,3,23,17,6,46,26,2,19,6
22,17,11,27,25,15,67,50,1,32,3
11,10,7,15,21,13,49,28,1,22,5
0,6,5,23,20,7,50,11,6,17,3
13,12,1,30,13,10,53,26,3,25,9
21,16,7,23,18,15,56,44,1,30,6
10,1,6,12,25,8,45,17,1,9,3
1,19,4,11,25,15,51,24,5,34,7
16,11,5,19,15,11,45,32,1,23,5
15,0,1,21,24,7,52,16,2,8,9
